大学八级英语单词|abase|英[ə'beɪs] 美[ə'beɪs]|v.降低……的地位；降低……的品格；贬低|The president is not willing to abase himself before the nation.|总统不愿在全国人民面前降低自己的威信。|大学八级英语单词
大学八级英语单词|splint|英[splɪnt] 美[splɪnt]|n.薄木片；托板；夹板|In some cases, instead of a cast, a splent splint made of a plastic or metal will be secured over the area to restrict movement.<br>The carpenter dubbed the splint.<br>She wore a metal splint on one leg.|在有些情况下，由塑料或金属制作的托板会代替模子来固定住这块区域来限制移动。<br>木匠把夹板修平。<br>她的一条腿上上了金属夹板。|大学八级英语单词
大学八级英语单词|spoke|英[spəʊk] 美[spoʊk]|n.轮辐<br>v.为…装轮辐<br>动词 speak 的过去式。|He spoke with disapproval of your proposal.<br>He spoke scarcely a word of English.<br>He spoke for too long, as is his wont.<br>He spoke with assertion.<br>He spoke with an American accent.<br>The little girl spoke in a high childish voice.<br>She always spoke kindly to the children.<br>He spoke to the class about the dangers of smoking.|他对你的建议很不以为然。<br>他几乎连一个英文单词都不会说。<br>他讲话时间太长了，这正是他向来的习惯。<br>他坚定地说。<br>他说话带着美国英语口音。<br>小女孩说话时声音尖尖的，带着童音。<br>她总是亲切地和孩子们说话。<br>他给班上学生讲了吸烟的危害性。|大学八级英语单词
大学八级英语单词|spoof|英[spuːf] 美[spuːf]|n.滑稽模仿；诳骗；愚弄<br>v.滑稽地模仿；发送仿真电邮；愚弄|Once again, thank you for alerting us to the spoof email you received.<br>It is a movie that spoofs other movies.<br>Someone has been spoofing my address.<br>You've been spoofed.|再一次，感谢您提醒我们您所收到的欺骗信件。<br>这是一部夸张地模仿其他电影的影片。<br>有人一直在冒用我的电邮地址发送电邮。<br>你上当了。|大学八级英语单词
大学八级英语单词|sporadic|英[spə'rædɪk] 美[spə'rædɪk]|adj.不定时发生的；零星的|Primary hepatic leiomyosarcoma is very rare with only sporadic cases reported.<br>Her only income came from sporadic leasing deals, forcing her to dip repeatedly into retirement savings.|摘要原发性肝脏平滑肌肉瘤非常少见，因此只有一些零星的病例报告。<br>她仅有的收入来自于零星的租赁交易，这令她不得不经常动用退休储蓄。|大学八级英语单词
大学八级英语单词|sprain|英[spreɪn] 美[spreɪn]|v.扭伤<br>n.扭伤|His odds are very poor after he sprained his wrist.<br>The doctor ordered the man who had sprained his ankle to keep quiet a few days.<br>He got a foot sprain in his ankle.<br>Sprain and strain is caused by overstretching.|他扭伤了手腕，获胜的可能性极小。<br>医生命令那扭伤足踝的人静养几天。<br>他脚踝受了严重的扭伤。<br>扭伤和拉伤都是由过度伸展导致。|大学八级英语单词
大学八级英语单词|sprightly|英['spraɪtli] 美['spraɪtli]|adj.（老人）精力充沛的；轻快的<br>adv.有生气地；轻快地|He's surprisingly sprightly for an old man.<br>As an old man of 75, he is surprisingly sprightly.<br>As a sprightly comedy, this show fills the bill.<br>The patient smiled when he heard the sprightly music on the radio.<br>Judith is a sprightly young woman.|他这把年纪了，还这麽精神，真了不起。<br>作为一个 75 岁的老人，他可谓精神矍铄，令人称奇。<br>作为轻喜剧，这样演是适宜的。<br>听到收音机里传来的轻快乐曲，这个病人笑了。<br>朱迪思是个机灵的姑娘。|大学八级英语单词
大学八级英语单词|spurious|英['spjʊəriəs] 美['spjʊriəs]|adj.假的；伪造的|That link, reckon the authors, is not spurious.<br>Mr Denard could look gentlemanly, smart in grey suits or his spurious colonel's uniform.|文章作者关于这一关系的估计不是伪造的。<br>德纳尔先生穿着那灰色的军服或伪造的上校制服看起来就很雅致，而且酷毙了！|大学八级英语单词
大学八级英语单词|spurn|英[spɜːn] 美[spɜːrn]|v.轻蔑地拒绝；摒弃<br>n.摒弃|I spurn your offer.<br>Carl had been from his childhood a ball of fortune to spurn at.|我拒绝你的提议。<br>自从童年时起卡尔就一直是一个被命运跑踢来踢去的球，饱经沧桑。|大学八级英语单词
大学八级英语单词|squabble|英['skwɒbl] 美['skwɑːbl]|v.（为琐事）争论；口角<br>n.争论；口角|No man will squabble over a nickel.<br>I hate to squabble with my wife about [over] money.<br>The silly family's squabble became a joke in the neighborhood.<br>A judge may have to sort out the immediate squabble.|没有人会为了五分钱而吵架。<br>我厌恶为钱的事与太太争吵。<br>这场无聊的家庭纠纷已经成为街坊邻居的笑柄。<br>法官可能不得不解决当前的争吵。|大学八级英语单词
大学八级英语单词|squalid|英['skwɒlɪd] 美['skwɑːlɪd]|adj.肮脏的；卑鄙的；悲惨的|In these squalid surroundings she becomes slovenly herself.<br>The downtown streets looked ugly, squalid, and hostile.<br>A squalid family lived there now.|在这肮脏的环境中，她本人也变得十分邋遢懒散了。<br>市中心的街道看上去丑陋、肮脏、充满敌意。<br>现在那儿住着一个肮脏的人家。|大学八级英语单词
大学八级英语单词|squall|英[skwɔːl] 美[skwɔːl]|n.狂风；暴风雪；尖叫；哇哇器声<br>v.狂风吹袭；哇哇地叫嚷|The squall speedily blew over.<br>It is said that the squall will come tomorrow.<br>Have you heard the child's squall?|风暴很快平息下来了。<br>据说暴风雪明天就要来了。<br>你听到那个孩子的尖叫声了吗？|大学八级英语单词
大学八级英语单词|squander|英['skwɒndə(r)] 美['skwɑːndər]|vt.浪费；挥霍|It's a crime to squander our country's natural resources.<br>Don't squander your affection on him, he'll never love you.<br>He has squandered all his savings on drink.<br>Addictions are good ways to squander wealth and health.|浪费我们国家的自然资源是一种罪恶。<br>不要把感情浪费在他身上，他是永远不会爱你的。<br>他把存的钱全买酒喝了。<br>上瘾是挥霍健康和金钱的好办法。|大学八级英语单词
大学八级英语单词|squint|英[skwɪnt] 美[skwɪnt]|vi.眯眼看；斜视；窥视；偏移<br>vt.使斜眼；眯眼看<br>n.斜视；斜孔小窗；一瞥<br>adj.斜视的；斜的|He squinted in the bright sunlight.<br>He squinted through the peephole.<br>A squint can sometimes be corrected by an eyepatch.<br>If I squint with all my strength I may see it.<br>He has a bad squint.<br>Let me have a squint at the picture.|他在很亮的阳光下眯起了眼睛。<br>他眯起眼睛靠近窥视孔看了看。<br>斜视有时候可以通过戴眼罩来纠正。<br>如果我斜视与我所有的力量我可以看到它。<br>他患有严重的斜视。<br>让我瞧一瞧这幅画。|大学八级英语单词
大学八级英语单词|squelch|英[skweltʃ] 美[skweltʃ]|v.发出嘎吱声；压扁；镇压<br>n.嘎吱声；压扁；静噪电路|She squelched along the muddy path.<br>The two boxers glowered each other to squelch the other.<br>He pulled his foot out of the mud with a squelch.|她沿着泥泞小径格吱格吱地走。<br>两位拳击手凶狠地互相瞪着眼，想以此镇住对方。<br>他扑哧一声从烂泥里拔出脚来。|大学八级英语单词
大学八级英语单词|stabilize|英['steɪbəlaɪz] 美['steɪbəlaɪz]|v.使安定；使坚固|His condition has now stabilized.<br>He can now ride his bike without stabilizers.|他的情况稳定下来了。<br>他现在骑自行车不需要平衡器了。|大学八级英语单词
大学八级英语单词|stagnant|英['stæɡnənt] 美['stæɡnənt]|adj.不流动的；停滞的；不景气的|Stagnant water breeds mosquitoes.<br>Due to low investment, our industrial output has remained stagnant.<br>The balance sheet clearly shows that the company has a stagnant economy.<br>Business was stagnant last month.|死水滋生蚊子。<br>由于投资少，我们的工业生产一直停滞不前。<br>资产负债表清楚地表明公司的经营情况不景气。<br>上个月生意萧条。|大学八级英语单词
大学八级英语单词|staid|英[steɪd] 美[steɪd]|adj.固定的；（指人﹑外表﹑行为﹑爱好等）古板的；保守的；一本正经的|He does this by transmitting not a staid image but a simulacra.<br>The museum is trying to get rid of its staid image.<br>I always thought of him as a rather staid old gentleman.<br>We think of the Puritans as staid people.|他不是通过传输固定的图像而是传输某种拟像而做到了这一点。<br>博物馆力图改变自己古板的形象。<br>我一直以为他是个相当古板的绅士。<br>我们认为清教徒是很稳重的人。|大学八级英语单词
大学八级英语单词|stalemate|英['steɪlmeɪt] 美['steɪlmeɪt]|n.僵局；和棋；僵持状态；陷于困境<br>v.使陷入僵局；使陷入困境|Negotiations have reached a stalemate.<br>The match ended in a stalemate.<br>The war situation has been stalemated.|谈判陷入了僵局。<br>比赛最终以和棋结束。<br>战争局势陷入了僵持阶段。|大学八级英语单词
大学八级英语单词|stalwart|英['stɔːlwət] 美['stɔːlwərt]|adj.坚定的；健壮的<br>n.坚定分子|They suffered from stalwart resistance.<br>Republicans are viewed as more stalwart defenders of free trade.<br>The prince is tall and stalwart.<br>Stalwart policemen stood guard outside.<br>He had a stalwart figure and walked with an air.<br>Let me introduce Bob, one of the club's stalwarts.|他们遭受到顽强的抵抗。<br>共和党一般被认为是更加坚定的自由市场主义的守护者。<br>这个王子高大魁伟。<br>强壮的警察在外面警戒。<br>他身材魁梧，走起路来很有气派。<br>让我来介绍鲍伯|大学八级英语单词
大学八级英语单词|stamina|英['stæmɪnə] 美['stæmɪnə]|n.精力；活力；耐力<br>n.[植]雄蕊<br>名词 stamen 的复数形式。|He doesn't have the stamina to be a teacher.<br>It's no wonder you've got so much stamina.<br>Currently, this region's economic development continues to maintain growth stamina.<br>He runs every day to hone his stamina.<br>Marathon runners need plenty of stamina.|他没有当教师的精力。<br>难怪你精力这么充沛。<br>目前，该地区经济发展继续保持增长活力。<br>为了增强耐力，他每天都进行跑步锻炼。<br>参加马拉松长跑要有耐力。|大学八级英语单词
大学八级英语单词|stanza|英['stænzə] 美['stænzə]|n.诗节|He's reading the second stanza.<br>I don't think this stanza detracts from the integrity of the poem.|他正在读诗的第二节。<br>我认为这一节并没有损害全诗的统一性。|大学八级英语单词
大学八级英语单词|stature|英['stætʃə(r)] 美['stætʃər]|n.身高；名望|She was rather small in stature.<br>She had not yet grown to full stature.<br>He is a musician of world stature.<br>She is an artist of great stature.<br>The air weapon has now at last begun to attain its full stature.<br>Time has devalued his stature as a play writer.|她身材矮小。<br>她的个子还没有完全长到应有的高度。<br>他是一个世界级的音乐家。<br>她是一位极具名望的艺术家。<br>空中武器现在终于开始发挥它的充分作用了。<br>随着时光的流逝，他作为剧作家的地位下降了。|大学八级英语单词
大学八级英语单词|steadfast|英['stedfɑːst] 美['stedfæst]|adj.坚定的；毫不动摇的|Our nation is patient and steadfast.<br>He adopted a steadfast attitude towards this issue.<br>He is of a resolute and steadfast disposition.|我们的国家是有耐心的，立场是坚定的。<br>他对这件事采取坚定的态度。<br>他的性格非常刚毅。|大学八级英语单词
大学八级英语单词|stealth|英[stelθ] 美[stelθ]|n.秘密行动；鬼祟；隐形飞机；隐蔽性|She prefers to do good by stealth.<br>The burglars had entered the house by stealth.<br>The stealth bomber made its maiden flight in 1989.|她喜欢秘密地为他人做好事。<br>窃贼偷偷进入那所房子。<br>那架隐形轰炸机在 1989 年完成它的处女飞行。|大学八级英语单词
大学八级英语单词|stench|英[stentʃ] 美[stentʃ]|n.臭气；恶臭|The stench of treachery hung in the air.<br>The stench of the rotton fish is fearful.<br>The stench of the battlefield spread for miles around.<br>The cans in the school had an awful stench.|到处都是可耻的叛变的气息。<br>烂鱼的臭味太难闻了。<br>战场上的臭气在周围绵延好几里。<br>学校的公共厕所发出一股恶臭。|大学八级英语单词
大学八级英语单词|stencil|英['stensl] 美['stensl]|n.模版；型版；蜡纸<br>v.用模版印刷|The stencil and print process will not change.<br>Do you know how to cut a stencil?<br>He can stencil the following same shipping mark on all the packages.|模板和印刷工艺无需更改。<br>你会刻蜡版[打蜡纸]吗？<br>他就可以在所有的包装上刷下同样的唛头。|大学八级英语单词
大学八级英语单词|stentorian|英[sten'tɔːriən] 美[sten'tɔːriən]|adj.极洪亮的；非常响亮的|The stentorian tones of the auctioneer, calling out to clear the way, now announced that the sale was about to commence.|拍卖人用洪亮的声音招呼大家闪开一点，然后宣布拍卖即将开始。|大学八级英语单词
大学八级英语单词|sterile|英['steraɪl] 美['sterəl]|adj.贫瘠的；无生气的；无生育能力的；无结果的；无菌的|"Sterile land does produce good crops.<br>Mostly the mountains were still sterile.<br>Medical tests showed that he was sterile.<br>The negotiations proved to be sterile<br>An operating theatre should be completely sterile.<br>"Basically, none of the food we eat is sterile.<br>The doctor kept his instruments sterile.|贫瘠的土地也能出产优质的庄稼。<br>大多数山仍然光秃秃的。<br>医学检查表明他没有生育能力。<br>谈判没有取得结果。<br>手术室应该完全无菌。<br>基本上，我们吃的食物没有一样是无菌的。<br>这位医生的器具是消过毒的。|大学八级英语单词
大学八级英语单词|stickler|英['stɪklə(r)] 美['stɪklər]|n.坚持……的人；难题|She's a stickler for the truth.<br>My high school coach is a stickler for discipline.|她是个坚持实事求是的人。<br>我的中学教练是个严格强调纪律的人。|大学八级英语单词
大学八级英语单词|stifle|英['staɪfl] 美['staɪfl]|vt.使窒息；扼杀；扑灭；抑制<br>vi.窒息<br>n.（马的）后膝关节|The gas stifled them.<br>The smoke filled the room and almost stifled the firemen.<br>We should stifle it in the cradle before it becomes worse.<br>She tried hard to stifle her laughter.<br>I am stifling in this close room.|他们被煤气熏得透不过气来。<br>屋里浓烟弥漫呛得消防队员喘不过气来。<br>我们应该在事态变坏前就把它扼杀在萌芽期。<br>她强忍住笑。<br>在这个窄狭的房间里面我感到憋闷。|大学八级英语单词
大学八级英语单词|stigma|英['stɪɡmə] 美['stɪɡmə]|n.耻辱；污名<br>n.柱头|There should be no stigma attached to being poor.<br>Sadly, borrowing from the fund carries a stigma.<br>Her behavior will leave a stigma on her family.<br>Divorce has lost much of its stigma, or shame.<br>The pollen is shed directly on the stigma.<br>At the microspore stage, the spathe unfolded and the stigma was unvisibale.|贫穷不应该与耻辱扯上任何关系。<br>然而，悲哀的是向基金借钱成为了一种耻辱。<br>她的行为将给她的家庭留下污名。<br>离婚也就不再带有那么多的污名或耻辱。<br>花粉直接散落在柱头上。<br>二胞花粉期，柱头伸出，小花呈暗紫红色。|大学八级英语单词
大学八级英语单词|stilted|英['stɪltɪd] 美['stɪltɪd]|adj.踩高跷的；虚饰的；生硬的<br>动词 stilt 的过去式和过去分词形式。|A stilted heron labored up into the air and pounded down river.<br>He fashioned no stilted epigram.<br>There is no doubt that he writes in a stilted style.<br>We made stilted conversation for a few moments.<br>A memorized speech often sounds stilted and formal.|一只长脚鹭费劲地飞起来，又重重地掉到水里了。<br>他不追求夸张的警句。<br>毫无疑问，他写作的文体浮夸。<br>我们不自然地客套了几句。<br>背诵的演讲听起来往往生硬拘谨。|大学八级英语单词
大学八级英语单词|stint|英[stɪnt] 美[stɪnt]|v.节省；限制；<古>停止<br>n.节约；限制；定额的工作；滨鹬|Don't stint on the cream!<br>We hope that you will not stint your criticism.<br>She stinted herself of food in order to let the children have enough.<br>Don't stint yourself; take all you want.<br>He lavished money on his children without stint.<br>He has done his stint for today.<br>Washing the breakfast dishes was her daily stint.|不要舍不得放奶油！<br>请不吝指教。<br>她自己省着吃，好让孩子们吃饱。<br>别拘束，要什么就拿什么。<br>他在孩子们身上花钱毫不吝惜。<br>他今天的工作已做完了。<br>洗早餐时用的碟子是她每天定量做的工作。|大学八级英语单词
大学八级英语单词|stingy|英['stɪndʒi] 美['stɪndʒi]|adj.吝啬的；小气的|There was once a very poor person who was also very stingy.<br>Since when have you been so stingy?<br>Although I don't like wasting money,I either cannot accept the strict budgeting and stingy man.|有一个很穷又很吝啬的人向上帝祷告。<br>你是什么时候变得这样小气的？<br>虽然我不爱乱花钱，但也接受不了精打细算，小气的男人。|大学八级英语单词
大学八级英语单词|stipple|英['stɪpl] 美['stɪpl]|v.点画；点描<br>n.点画|Stipple with Density at 85, Threshold at 20, Dot Size at 3.<br>Stipple acts as a black grain that represents darks of an image with circular dots of different sizes and densities.<br>Catch gender and be addicted to more alkalescent stipple cell all grow in quantity.<br>Its characteristic is the be addicted to inside red blood cell alkalescent stipple is apparent.<br>All Motor Control Centres and Control Panels shall be of paint finish RAL 7035 stipple finish.|画点画密度为85，阈值为20，斑点大小为3。<br>画点画充当黑深色衣物粮食，代表一个图像圆形点不同规模和密度。<br>多染性和嗜碱性点彩细胞均增多。<br>其特点是红细胞内嗜碱性点彩明显。<br>全部电动机控制中心与控制面板应该涂上颜色为 RAL7035 的带斑点装饰的油漆罩面。|大学八级英语单词
大学八级英语单词|stipulate|英['stɪpjuleɪt] 美['stɪpjuleɪt]|v.规定；保证<br>adj.有明文规定的|The Constitution stipulate that women shall have equal rights with men in voting and being elected.<br>We stipulate that our salesgirl must be polite to customers .<br>The company fails to pay on the date stipulate in the contract.|宪法规定妇女和男子一样，有同等的选举权和被选举权。<br>我们规定售货小姐们必须礼貌待客。<br>该公司没有按合同中规定的日期付款。|大学八级英语单词
大学八级英语单词|stockade|英[stɒ'keɪd] 美[stɑː'keɪd]|n.栅栏；围栏<br>v.（用围栏）围|The sheep were surrounded by stockade.<br>The lambs were kept in the stockade.|羊被栅栏圈着。<br>小羊羔被放在围栏里养着。|大学八级英语单词
大学八级英语单词|stodgy|英['stɒdʒi] 美['stɑːdʒi]|adj.笨重的；沉闷的；式样难看的；难消化的|They are stodgy, slow-moving players who are asleep at the helm.<br>It's not stodgy to talk about money.<br>She poked fun at Alec because he was shy and stodgy.<br>These were not the old stodgy ads listing goods for sale.|这些都是体型笨重、行动迟缓的对手，他们还在睡梦中呢。<br>谈论金钱并不庸俗。<br>她开亚历克的玩笑，因为他羞怯，同时还有些枯燥沉闷。<br>这不是那种列明打折商品的旧式、乏味的广告。|大学八级英语单词
大学八级英语单词|stoke|英[stəʊk] 美[stoʊk]|v.给（炉子）添燃料；煽动；<俚>大吃|The caretaker stokes up twice a day.<br>Soon, it came time for her to stoke the fire.<br>She likes to stoke up quarrels between people.<br>He continued to stoke up hatred in his speeches.|管理员每天往火里加两次煤。<br>不久，添柴的时候到了。<br>她喜欢挑起人们之间的不和。<br>他在讲话中不断加深人们的仇恨。|大学八级英语单词
大学八级英语单词|stoic|英['stəʊɪk] 美['stoʊɪk]|n.坚忍克己之人；禁欲主义者<br>adj.坚忍克己的；禁欲的<br>Stoic.<br>n.斯多葛派人士<br>adj.斯多葛学派的|A stoic person responds to hardship with imperturbation.|坚忍克己之人经受苦难仍能泰然自若。|大学八级英语单词
大学八级英语单词|stolid|英['stɒlɪd] 美['stɑːlɪd]|adj.不易激动的；冷漠的；神经麻木的|He glanced furtively at the stolid faces of the two detectives.|他偷偷瞥见两名侦探冷漠的脸。|大学八级英语单词
大学八级英语单词|stonewall|英[ˌstəʊn'wɔːl] 美['stoʊn'wɔːl]|v.阻碍议事；妨碍；[体]打防守球|I want you to stonewall it, let them plead the Fifth Amendment.|我要你抵制它，让他们请求第五次修改。|大学八级英语单词
大学八级英语单词|stouthearted|英['stɑʊt'hɑːtɪd] 美['stɑʊt'hɑːtɪd]|adj.勇敢地；无畏的|She is a stouthearted woman who never gives up.|她是一个勇敢坚强的女人，从不放弃。|大学八级英语单词
大学八级英语单词|stratagem|英['strætədʒəm] 美['strætədʒəm]|n.战略；计谋|They have worked out the stratagem to attack the enemy.<br>I was merely a pawn in his cunning stratagem.|他们已经想出了攻击敌人的策略。<br>我只不过是他那狡猾计谋中的一件工具。|大学八级英语单词
大学八级英语单词|stratify|英['strætɪfaɪ] 美['strætɪfaɪ]|v.（使）成层；分层|Stratify teaching to be one to plant in lower individual-rization collective teaching form teaching tactics.|分层教学是一种在集体教学形式下的个别化教学策略。|大学八级英语单词
大学八级英语单词|striate|英['straɪeɪt] 美['straɪˌeɪt]|v.加条纹<br>adj.有条纹的|Stem erect, branched above, striate.<br>Stems striate or reduced to a caudex.<br>Stems erect, subterete, striate, branched apically.<br>Stem erect, green striate, ribbed.<br>Stems tall, erect, hollow, branched above, striate.<br>Capsule striate, fusiform, ca. 1.4 cm.|茎直立，上面分枝，具条纹。<br>茎具条纹或者缩短成茎基。<br>茎直立，近圆柱状，具条纹，顶部的分枝。<br>茎直立，绿色具条纹，棱。<br>高的茎，直立，空，上面分枝，具条纹的。<br>具条纹的蒴果，纺锤形，约1.|大学八级英语单词
大学八级英语单词|stricture|英['strɪktʃə(r)] 美['strɪktʃər]|n.苛评；非难；限制；[医]狭窄|If stricture develops, bouginage will be needed.<br>If countercurrent is long-standing, esophagus will form scar and stricture finally.|若狭窄发生，则需用探条扩张术。<br>若反流长期存在，食管最终将会形成瘢痕和狭窄。|大学八级英语单词
大学八级英语单词|strident|英['straɪdnt] 美['straɪdnt]|adj.刺耳的；吱吱尖叫的；尖锐的|His strident voice rang through the house.<br>People are put off by her strident voice.<br>Here we can hear the strident calls of a crane or goose.<br>He is a strident advocate of nuclear power.<br>The plan has provided strident criticism from local residents.|他那刺耳的嗓音响彻整个房子。<br>人们对她刺耳的嗓音感到十分厌恶。<br>这儿我们能听到一只鹤或鹅的尖锐鸣声。<br>他是发展核能的坚定拥护者。<br>这个计划招致当地居民的猛烈抨击。|大学八级英语单词
大学八级英语单词|stringent|英['strɪndʒənt] 美['strɪndʒənt]|adj.严格的；银根紧的；紧迫的|Licences are only granted under the most stringent conditions.<br>People began verify their scientific hypotheses by stringent tests.<br>Some of our most outstanding buildings have been created on a stringent budget.<br>Based on above analysis the stringent problems needed to resolve are put forward.|只有符合极其严格的条件才颁发许可证。<br>人们开始用精确的试验证实自己的科学假说。<br>我们的一些杰出作品往往是在很紧凑的预算下设计建成的。<br>在此基础上指出今后迫切需要解决的问题。|大学八级英语单词
大学八级英语单词|strut|英[strʌt] 美[strʌt]|n.高视阔步；支柱<br>v.趾高气扬地走；支撑|The strut has a positive angle when the prop shaft points upwards towards the water surface.<br>Remove the steering knuckle from the strut.<br>On this second impact the left wheel strut broke and the right tire blew out!<br>The circulation economy development needs the green science and technology innovation as the strut.<br>Total vertebrectomy and repair were performed with fibular strut grafts and placement of rigid anterior and posterior instrumentation.|高视阔步有一个正面角度当支柱轴指向向上往水表面。<br>自支柱拆除转向关节。<br>这第二次接舰的时候，左起落架支柱折断，右轮胎也爆了！<br>循环经济的发展需要绿色科技创新生态化作为支撑。<br>患者进行了全椎体切除，腓骨支撑植骨，前后坚强内固定。|大学八级英语单词
大学八级英语单词|stultify|英['stʌltɪfaɪ] 美['stʌltɪfaɪ]|vt.使……显得愚蠢；使……无效；使……厌烦|Their unhelpfulness has stultified our efforts to improve things.|他们不管事，我们为改进工作的用心也就白费了。|大学八级英语单词
大学八级英语单词|stupor|英['stjuːpə(r)] 美['stuːpər]|n.昏迷；麻木；不省人事|Kunta lay numbly, in a kind of stupor.<br>He lay on the bed in a drunken stupor.|昆塔麻木地躺在那里，陷于一种痴呆的状态。<br>他躺在床上醉的不省人事。|大学八级英语单词
大学八级英语单词|stun|英[stʌn] 美[stʌn]|vt.使震惊；使目瞪口呆；使昏迷<br>n.震惊；晕眩|This speech seemed to stun the king.<br>He was stunned by the sudden news.<br>She sat stunned for a while, until she recovered.<br>The punch stunned me for a moment.<br>How do I set a laser printer to stun?<br>He has super strong hearing, can see people's auras and has strange mental powers to heal, stun people and open locks.|这话似乎使国王大吃一惊。<br>他因听到这突然的消息而目瞪口呆。<br>她一时昏迷，坐下呆了一会儿才醒过来。<br>那一拳把我打得昏了一阵。<br>我怎么把一台激光打印机设置到震惊？<br>他有超级强的听力，能看到人们的气氛且还有奇怪的智力愈合，使人震惊而且还可以打开门锁。|大学八级英语单词
大学八级英语单词|stunt|英[stʌnt] 美[stʌnt]|n.特技；阻碍成长<br>vt.阻碍成长；表演特技|Have you watched a stunt flying?<br>The stunt pilot looped his plane.<br>Her latest stunt is riding a motor cycle through a ring of flames.<br>Lack of the right food may stunt growth.<br>Jacky Chen always does his own stunt in his film.<br>They will save others, will perform the stunt, will be really intelligent.|你看过特技飞行表演吗？<br>特技飞行员驾机在天上转圆圈。<br>她的最新特技表演是骑摩托车钻火圈。<br>缺乏适当的食物会阻碍发育。<br>成龙在他的表演中向来都是亲自表演特技动作。<br>它们会救人，会表演特技，真聪明。|大学八级英语单词
大学八级英语单词|stygian|英['stɪdʒiən] 美['stɪdʒiən]|adj.地狱的；阴暗的；幽暗的；冥河的|The stygian darkness of the cave was terrifying.|洞穴深不可测的黑暗令人恐惧。|大学八级英语单词
大学八级英语单词|stylus|英['staɪləs] 美['staɪləs]|n.铁笔；尖笔；唱针|The stylus is traveling in groove.|唱针正循着唱片纹路移动。|大学八级英语单词
大学八级英语单词|stymie|英['staɪmi] 美['staɪmi]|vt.使……处于困难境地；妨碍|Their lack of communication stymied their teamwork.|他们缺乏沟通阻碍了团队合作。|大学八级英语单词
大学八级英语单词|subjugate|英['sʌbdʒuɡeɪt] 美['sʌbdʒuɡeɪt]|v.征服；制服；克制；抑制|Imperialism has not been able to subjugate China.<br>It's not our aim to subjugate our foe.<br>The city residents have to oppress and subjugate their loves towards water.|帝国主义不能征服中国。<br>我们的目的不是要制服敌人。<br>城市人不得不压抑克制自己身上的亲水本能。|大学八级英语单词
大学八级英语单词|sublime|英[sə'blaɪm] 美[sə'blaɪm]|adj.高尚的；壮观的；非凡的；极其的<br>vt.变高尚；升华；气化<br>n.顶峰；高尚|You may also imbibe it slowly in small sips to appreciate the subtle allure of tea-drinking, until your spirits soar up and up into a sublime aesthetic realm.<br>I like sublime mountain scenery.<br>In the matter of profanity he was sublime.<br>The food was absolutely sublime.<br>Mrs. Branderton had a self-importance that was almost sublime.<br>He has the power to turn the ordinary into the sublime.<br>We can make our lives sublime.<br>I want to sublime my short love poem to a long living prose.<br>We pursue knowledge to throw off our old selves, to purify our spirits and souls, and to sublime ourselves in our work and life.<br>Dry ice will sublime when it sits in the air.<br>Art is about creativity, transmuting the humblest subjects into the sublime.|在百忙之中泡上一壶浓茶，择雅静之处，自斟自饮，可以消除疲劳、涤烦益思、振奋精神，也可以细啜慢饮，达到美的享受，使精神世界升华到高尚的艺术境界。<br>我喜爱壮丽的山景。<br>他破口乱骂的本领，也是卓越非凡的。<br>这吃的东西棒极了。<br>布兰德顿夫人几乎有一种极端的妄自尊大狂。<br>爱人会化平凡为高尚，使生活得到升华。<br>我们也能使生命变得高尚。<br>我想对你爱恋的极短诗篇升华为漫长的生活散文。<br>工作和生活中，我们追求知识，挣脱旧我，纯洁精神，净化灵魂，升华自己。<br>干冰放置在空气中会气化。<br>艺术是一种创造力，能够把最卑贱的事物变得崇高庄严。|大学八级英语单词
大学八级英语单词|subliminal|英[ˌsʌb'lɪmɪnl] 美[ˌsʌb'lɪmɪnl]|adj.下意识的；潜意识的|These little eye movements may also help expose a person's subliminal thoughts.<br>The soft sell approach gets to consumers in a subliminal way.<br>The subliminal data can be from a prerecorded or live signal.|这种小幅的眼球运动也可能揭露了我们下意识的想法。<br>软广告通过潜意识的作用来影响消费者。<br>潜意识信息能来自于预先录制的，或者活体信号。|大学八级英语单词
大学八级英语单词|submissive|英[səb'mɪsɪv] 美[səb'mɪsɪv]|adj.服从的；顺从的|She followed him like a submissive child.<br>The submissive daughter was never able to fight against her parents.<br>He is a humble and submissive servant .|她对他百依百顺，像个听话的孩子。<br>这个顺从的女儿从不和她的父母吵架。<br>他是个恭顺的仆人。|大学八级英语单词
大学八级英语单词|subpoena|英[sə'piːnə] 美[sə'piːnə]|n.（传唤出庭的）传票<br>v.用（传票）传唤|The couple may get a subpoena to appear.<br>They got a subpoena to examine our books.<br>Subpoena shall be issued for coercive summons.<br>If a witness refuses to participate， the Clerk can help subpoena him or her.|这对夫妇可能会接到传票出庭。<br>他们拿到了传票，要来检查我们的书。<br>拘传应当发拘传票。<br>如果证人拒绝出庭，书记官可以传唤他或她出庭。|大学八级英语单词
大学八级英语单词|subservient|英[səb'sɜːviənt] 美[səb'sɜːrviənt]|adj.卑屈的；奉承的；次要的；从属的|He's totally subservient to his boss.<br>He hated being subservient to this dean.<br>The needs of individuals were subservient to those of the group as a whole.|他对上司俯首帖耳。<br>处于比院长低一截的地位，实在让他厌恶。<br>个人的需要服从于整个集体的需要。|大学八级英语单词
